14.2822406127 7.9298811664 9.1204071988 7.3308497944 7.0050050791 5.7034130321 6.6282033548
24.0644455853 18.8661994782 20.5960183816 20.7597708394 20.6118229156 18.0550892761 16.0466537621
11.9801862149 6.0023063334 16.8565882949 5.7679385018 15.7833131703 5.7503285185 13.8593392046
15.3042484732 10.9104325169 14.5852396542 15.4503204224 10.4224241387 9.0210064100 20.3063286230
3.0597390425 2.1441530400 2.1601334687 1.9924009705 2.1425954857 2.3423925467 2.1585856842
22.8971218716 26.0917464159 8.5529025224 8.3509478184 4.2211290928 13.8257501043 11.0604024129
24.3199801778 22.3052510476 7.9020057135 6.1778851264 11.2990648425 13.3601897855 21.6356235452
2.3799523956 3.0652229164 5.5779812855 3.0537269688 1.8964764919 2.0966605856 1.9299795947
19.9351554066 6.2955239510 16.4556386641 6.6031432466 13.6055573421 12.6457506164 7.4592310116
35.7956467246 21.3545836983 32.7867486801 18.7978655929 22.5950734199 26.0060959395 30.6639861831
26.0202180775 33.8608197118 28.8999257571 25.0489160255 23.1121713082 24.0617087834 42.9962405751
3.9280546860 1.7373396853 1.8054553082 2.0170180185 2.0612953593 2.0230286574 3.4278085238
28.0749712071 31.7369553708 22.3794443072 28.8981682967 16.5329270002 19.8815811955 20.4959528610
12.2452757745 17.5384629136 10.3159825868 11.6743920795 8.1644318615 13.6646587676 9.3967962549
13.2878394472 18.0722225361 12.4294059461 6.1744998275 6.5384100941 9.0494935729 10.4481288146
1.7505542881 1.6187730901 2.1398115608 3.1310872557 1.6626174245 1.9632223505 1.7339342687
2.2379519612 2.1832500686 3.4713384937 2.3811308425 2.8428806958 2.2182179179 2.6652302586
32.8661059654 39.3835923307 34.6930818736 44.4353831769 44.3132803534 21.8748542254 47.4337023130
19.4167825825 23.7572554431 12.0437814018 24.3156917527 16.3184086735 22.4708140340 13.6772663509
36.4908075403 25.3840602003 27.8159972063 33.5384632881 16.9029532228 21.6881512226 29.1795675581
4.7266817482 7.6832053968 9.4377498826 6.3917430146 5.9600537665 6.8400497430 7.9605166868
19.0356031658 27.0310846426 23.2378189240 10.1888997401 23.1570033926 11.9056256017 15.4439647716
15.9204460375 25.6451047399 24.8603218950 18.4333950982 19.6374872521 14.4597370077 27.0435082081
24.2927231629 40.4365579459 36.7369481351 31.2048537083 38.8537379229 28.1787235912 47.2964557721
10.6593028556 22.1294133479 9.8494082401 13.0190170290 11.5613840999 9.1400606669 9.6414139989
14.6454956835 16.4230108378 3.6717946889 10.6042675366 10.6893393048 8.0618425988 10.9042495880
11.0834204213 8.9025056494 3.9495209474 5.1532025972 1.9841055956 10.7969871529 7.1302578746
1.7530218236 2.3658297161 3.2445355473 2.5568918573 3.5283223668 2.0401671658 2.5112317615
2.0143880700 2.0078618326 1.9296041566 1.4288733443 1.6389071912 2.4185691196 1.5617965240
1.5974680572 3.1201568604 1.8651733528 1.5977428988 2.0049626939 3.4452543302 3.3692420451
2.0317844014 1.6864709826 1.8256002128 2.2555638317 2.3572333067 2.4147336263 1.4286138769
1.4285767717 1.4303080959 2.4286199701 1.4288737545 2.0595502984 2.4171273746 1.8069439732
2.4285789745 1.5624021967 1.4285883880 1.4287838615 1.4325866394 3.2904589105 1.4286012679
1.6300462728 1.8791320869 1.5774694495 1.6546774210 1.6706715216 2.8169789531 1.7710245335
1.5191955980 1.6510734507 1.5192161403 1.5195204524 3.5904814078 2.5899966580 2.6105165312
1.4285726811 1.4285714656 2.0978588884 2.0266001641 2.1612533694 1.4285722070 1.4285714630
1.5410796621 1.5431614076 2.1179064080 2.0759956797 1.5479355468 2.6327972263 1.5411243080
1.4285767764 1.9146502443 1.9451143479 1.4288740272 1.4342910362 2.4198798859 1.4286139205
1.6287478899 1.4303096249 2.4286200129 1.8506353900 1.4342909165 2.4205744209 1.8068219833
2.4285821626 1.4303095689 1.4285955713 1.9460294386 1.4342907334 2.4205571172 1.9116356465
1.4285767757 1.6206394702 1.4285955699 1.9316508020 1.7434331991 2.4184905065 1.4286139150
1.5535092813 1.5554864118 1.5535307287 1.5538484492 1.5600276085 2.6700460951 1.5535516638
1.4285753702 1.4298496918 1.4285891925 1.4287939578 1.4327774994 3.1539329554 1.6974815713
1.4285767677 2.4320602022 1.4285955333 1.4288735298 1.4342817244 2.4189986302 1.4286138507
1.4285767768 1.4303098043 1.4285955746 1.4288740474 1.4342915080 2.4206955629 2.4286569645
